id,userId,task,timestamp,timestamp_unix,event_type,event_data
5b82e31b-4905-4ad0-a587-089bb5912fdd,129,3,2024-06-25 09:32:43.703799,1719307963,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$129"", ""taskID"": ""3"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___haushalte""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:25:15.263979,1719311115,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""SELECT \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___bevoelkerungsbestand WHERE \""Jahr\"" = 2021""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:25:49.320126,1719311149,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:25:30.038489,1719311130,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___bevoelkerungsbestand""}"
1fd1fdd2-6659-43b1-9c97-dd83b01bf520,125,5,2024-06-25 09:07:10.990514,1719306430,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$125"", ""taskID"": ""5"", ""tableName"": ""result_table""}"
5b82e31b-4905-4ad0-a587-089bb5912fdd,129,3,2024-06-25 09:31:40.075436,1719307900,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$129"", ""taskID"": ""3"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___haushalte""}"
5b82e31b-4905-4ad0-a587-089bb5912fdd,129,3,2024-06-25 09:32:27.832942,1719307947,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$129"", ""taskID"": ""3"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___haushalte""}"
5b82e31b-4905-4ad0-a587-089bb5912fdd,129,3,2024-06-25 09:32:44.541944,1719307964,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$129"", ""taskID"": ""3"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___haushalte""}"
780276da-0b91-47f7-9588-f4bf19a902c1,131,5,2024-06-25 10:06:39.433361,1719309999,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""5"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___gebaeudebestand""}"
780276da-0b91-47f7-9588-f4bf19a902c1,131,5,2024-06-25 10:06:50.81249,1719310010,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""5"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___gebaeudebestand""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:15:02.023594,1719310502,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:00.877339,1719310560,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""result_table""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:39.355856,1719310599,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:59.510922,1719310619,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:17:59.969833,1719310679,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:25:54.010193,1719311154,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___bevoelkerungsbestand""}"
683422ec-cf8f-4bc0-b821-235035fe2cb6,131,3,2024-06-25 10:22:28.459324,1719310948,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""3"", ""tableName"": ""SELECT \""Stadtbezirk\"", \""Anzahl Haushalte - Einpersonenhaushalt\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___haushalte WHERE \""Jahr\"" = 2020 ORDER BY \""Anzahl Haushalte - Einpersonenhaushalt\"" DESC LIMIT 1""}"
683422ec-cf8f-4bc0-b821-235035fe2cb6,131,3,2024-06-25 10:22:32.64898,1719310952,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""3"", ""tableName"": ""SELECT \""Stadtbezirk\"", \""Anzahl Haushalte - Einpersonenhaushalt\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___haushalte WHERE \""Jahr\"" = 2020 ORDER BY \""Anzahl Haushalte - Einpersonenhaushalt\"" DESC LIMIT 1""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:13:42.924938,1719310422,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:15:27.842191,1719310527,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" >= 1992""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:31.600323,1719310591,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:48.742071,1719310608,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:17:18.283929,1719310638,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" >= 1992""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:25:12.424123,1719311112,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""result_table""}"
5b82e31b-4905-4ad0-a587-089bb5912fdd,129,3,2024-06-25 09:31:36.571941,1719307896,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$129"", ""taskID"": ""3"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___soziales_armutsgefaehrdungsquote""}"
780276da-0b91-47f7-9588-f4bf19a902c1,131,5,2024-06-25 10:06:38.012432,1719309998,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""5"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bautaetigkeit""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:12:43.336346,1719310363,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""result_table""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:15:19.777066,1719310519,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""result_table""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:09.525738,1719310569,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" >= 1992""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:43.999103,1719310603,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:17:04.041598,1719310624,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:19:12.166074,1719310752,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" >= 1992""}"
780276da-0b91-47f7-9588-f4bf19a902c1,131,5,2024-06-25 10:06:43.060922,1719310003,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""5"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___gebaeudebestand""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:25:16.662388,1719311116,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""SELECT \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___bevoelkerungsbestand WHERE \""Jahr\"" = 2021""}"
780276da-0b91-47f7-9588-f4bf19a902c1,131,5,2024-06-25 10:06:36.433505,1719309996,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""5"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bautaetigkeit""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:14:33.040212,1719310473,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" >= 1992""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:15:59.396905,1719310559,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""result_table""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:37.769239,1719310597,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:56.969846,1719310616,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:17:47.810866,1719310667,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" >= 1992""}"
5b82e31b-4905-4ad0-a587-089bb5912fdd,129,3,2024-06-25 09:31:35.698926,1719307895,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$129"", ""taskID"": ""3"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___haushalte""}"
5b82e31b-4905-4ad0-a587-089bb5912fdd,129,3,2024-06-25 09:31:39.030028,1719307899,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$129"", ""taskID"": ""3"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___soziales_armutsgefaehrdungsquote""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:11:19.769121,1719310279,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:13:10.105674,1719310390,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:13:58.843052,1719310438,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" >= 1992""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:15:23.492964,1719310523,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" >= 1992""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:15:49.531901,1719310549,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:27.242774,1719310587,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:33.907242,1719310593,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:44.620152,1719310604,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:16:55.121778,1719310615,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:17:06.024541,1719310626,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:17:28.744293,1719310648,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" >= 1992""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:25:49.319627,1719311149,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand""}"
fc8e3aaf-9035-4365-ab2f-105d33b3f3b6,131,1,2024-06-25 10:19:57.901978,1719310797,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""1"", ""tableName"": ""SELECT \""Jahr\"", \""Stadtbezirk\"", \""Anzahl Einwohner_innen\"" FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE \""Jahr\"" <= 1991""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:25:48.95048,1719311148,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:25:45.232492,1719311145,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___bevoelkerungsbestand""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:26:02.038147,1719311162,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___bevoelkerungsbestand""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:26:43.590552,1719311203,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:26:46.03844,1719311206,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:27:29.870764,1719311249,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""result_table""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:27:31.335362,1719311251,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""SELECT SUM(\""Anzahl Einwohner_innen\"") FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE Jahr = 2021""}"
a1b6c48f-3389-443d-95af-6293a3024b06,131,2,2024-06-25 10:27:33.957773,1719311253,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""2"", ""tableName"": ""SELECT SUM(\""Anzahl Einwohner_innen\"") FROM de_bw_freiburg_grunddaten_fuer_indikatoren_stadtbezirke___bevoelkerungsbestand WHERE Jahr = 2021""}"
3b3aeaa8-7f45-48c0-9cd6-ee276c3df273,131,4,2024-06-25 10:28:43.476388,1719311323,click_table,"{""type"": ""click_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""4"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___kita""}"
3b3aeaa8-7f45-48c0-9cd6-ee276c3df273,131,4,2024-06-25 10:28:46.565908,1719311326,maximize_table,"{""type"": ""maximize_table"", ""surveyID"": ""Participant$131"", ""taskID"": ""4"", ""tableName"": ""de_bw_freiburg_grunddaten_fuer_indikatoren_gesamtstadt___kita""}"
